 STATE LISTING OF AQU MEM  
  POS         ADDR    DATA   WE  CE      
 0606     0B      4    1   00111101 1111                                      
 0607     0C      5    1   00111101 1111                                      
 0608     03      F    0   00111110 1111                                      
 0609     04      F    0   00111110 1111                                      
 0610     05      F    0   00111110 1111                                      
 0611     06      F    0   11111110 1111                                      
 0612     07      F    0   11111110 1111                                      
 0613     08      F    0   11111110 1111                                      
 0614     09      F    0   11111110 1111                                      
 0615     0A      F    0   11111110 1111                                      
 0616     0B      F    0   11111110 1111                                      
 0617     0C      F    0   11111110 1111                                      
 0618     01      0    0   11111110 1111                                      
 0619     02      0    0   11111110 1111                                      
 0620     03      0    0   11111110 1111                                      
 0621     04      0    0   11111110 1111                                      
 0622     05      0    0   11111110 1111                                      
 0623     06      0    0   11111110 1111                                      
 0624     07      0    0   11111110 1111                                      
 0625     08      0    0   11111110 1111                                      
 0626     09      0    0   11111110 1111                                      
 0627     0A      8    0   11111110 1111                                      
 0628     0B      0    0   11111110 1111                                      
 0629     0C      0    0   11111110 1111                                      
 0630     03      F    0   11111110 1111                                      
 0631     04      F    0   11111110 1111                                      
 0632     05      F    0   11111110 1111                                      
 0633     06      F    0   11111110 1111                                      
 0634     07      F    0   11111110 1111                                      
 0635     08      8    0   11111110 1111                                      
 0636     09      0    0   11111110 1111                                      
 0637     09      3    0   11111110 1111                                      
 0638     0A      0    0   11111110 1111                                      
 0639     0B      4    0   11111110 1111                                      
 0640     0C      1    0   11111110 1111                                      
 0641     03      0    0   11111110 1111                                      
 0642     04      0    0   11111110 1111                                      
 0643     05      0    0   11111110 1111                                      
 0644     06      4    0   11111110 1111                                      
 0645     07      0    0   11111110 1111                                      
 0646     08      5    0   11111110 1111                                      
 0647     09      4    0   00111110 1111                                      
 0648     0A      4    0   00111110 1111                                      
 0649     0B      4    0   00111110 1111                                      
 0650     0C      5    0   00111110 1111                                      
 0651     03      F    1   00111101 1111                                      
 0652     04      F    1   00111101 1111                                      
 0653     05      F    1   00111101 1111                                      
 0654     06      F    1   00111101 1111                                      
 0655     07      F    1   00111101 1111                                      
 0656     08      8    1   00111101 1111                                      
 0657     08      8    1   00111101 1111                                      
 0658     09      0    1   00111101 1111                                      
 0659     09      3    1   00111101 1111                                      
 0660     0A      0    1   00111101 1111                                      
 0661     0B      4    1   00111101 1111                                      
 0662     0C      1    1   11111101 1111                                      
 0663     01      0    1   11111101 1111                                      
 0664     02      0    1   11111101 1111                                      
 0665     03      0    1   11111101 1111                                      
 0666     04      0    1   11111101 1111                                      
 0667     05      0    1   11111101 1111                                      
 0668     06      C    1   11111101 1111                                      
 0669     07      0    1   11111101 1111                                      
 0670     08      5    1   11111101 1111                                      
 0671     09      4    1   11111101 1111                                      
 0672     0A      4    1   11111101 1111                                      
 0673     0B      4    1   11111101 1111                                      
 0674     0C      5    1   11111101 1111                                      
 0675     03      F    0   00111110 1111                                      
